x,y,theta
-2.96449,0.539,0.0
-2.96449,0.57268,0.0
-2.96449,0.60637,0.0
-2.96449,0.64006,0.0
-2.96449,0.67375,0.0
-2.96449,0.70743,0.0
-2.96449,0.74112,0.0
-2.96449,0.77481,0.0
-2.96449,0.8085,0.0
-2.96449,0.84218,0.0
-2.96449,0.87587,0.0
-2.96449,0.90956,0.0
-2.96449,0.94325,0.0
-2.96449,0.97693,0.0
-2.96449,1.01062,0.0
-2.96449,1.04431,0.0
-2.96449,1.078,0.0
-2.96449,1.11168,0.0
-2.96449,1.14537,0.0
-2.96449,1.17906,0.0
-2.96449,1.21274,0.0
-2.96449,1.24643,0.0
-2.96449,1.28012,0.0
-2.96449,1.31381,0.0
-2.96449,1.34749,0.0
-2.96449,1.38118,0.0
-2.96449,1.41487,0.0
-2.96449,1.44856,0.0
-2.9308,-1.51593,0.0
-2.9308,-1.48224,0.0
-2.9308,-1.44856,0.0
-2.9308,-1.41487,0.0
-2.9308,-1.38118,0.0
-2.9308,-1.34749,0.0
-2.9308,-1.31381,0.0
-2.9308,-1.28012,0.0
-2.9308,-1.24643,0.0
-2.9308,-1.21274,0.0
-2.9308,-1.17906,0.0
-2.9308,-1.14537,0.0
-2.9308,-1.11168,0.0
-2.9308,-1.078,0.0
-2.9308,-1.04431,0.0
-2.9308,-1.01062,0.0
-2.9308,-0.97693,0.0
-2.9308,-0.94325,0.0
-2.9308,-0.90956,0.0
-2.9308,-0.87587,0.0
-2.9308,-0.84218,0.0
-2.9308,-0.8085,0.0
-2.9308,-0.77481,0.0
-2.9308,-0.74112,0.0
-2.9308,-0.70743,0.0
-2.9308,-0.67375,0.0
-2.9308,-0.64006,0.0
-2.9308,-0.60637,0.0
-2.9308,-0.57268,0.0
-2.9308,-0.539,0.0
-2.9308,-0.50531,0.0
-2.9308,-0.47162,0.0
-2.9308,-0.43794,0.0
-2.9308,-0.40425,0.0
-2.9308,-0.37056,0.0
-2.9308,-0.33687,0.0
-2.9308,-0.30319,0.0
-2.9308,-0.2695,0.0
-2.9308,-0.23581,0.0
-2.9308,-0.20212,0.0
-2.9308,-0.16844,0.0
-2.9308,-0.13475,0.0
-2.9308,-0.10106,0.0
-2.9308,-0.06737,0.0
-2.9308,-0.03369,0.0
-2.9308,0,0.0
-2.9308,0.03369,0.0
-2.9308,0.06737,0.0
-2.9308,0.10106,0.0
-2.9308,0.13475,0.0
-2.9308,0.16844,0.0
-2.9308,0.20212,0.0
-2.9308,0.23581,0.0
-2.9308,0.2695,0.0
-2.9308,0.30319,0.0
-2.9308,0.33687,0.0
-2.9308,0.37056,0.0
-2.9308,0.40425,0.0
-2.9308,0.43794,0.0
-2.9308,0.47162,0.0
-2.9308,0.50531,0.0
-2.9308,0.539,0.0
-2.9308,0.57268,0.0
-2.9308,0.60637,0.0
-2.9308,0.64006,0.0
-2.9308,0.67375,0.0
-2.9308,0.70743,0.0
-2.9308,0.74112,0.0
-2.9308,0.77481,0.0
-2.9308,0.8085,0.0
-2.9308,0.84218,0.0
-2.9308,0.87587,0.0
